Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014976-HPA	S700015268-HPA	S700015644-HPA	S700016065-HPA	S700016156-HPA	S700016321-HPA	S700016362-HPA	S700016578-HPA	S700016631-HPA	S700016935-HPA	S700021689-HPA	S700021699-HPA	S700021862-HPA	S700023082-HPA	S700023216-HPA	S700023249-HPA	S700023307-HPA	S700023406-HPA	S700023463-HPA	S700023517-HPA	S700023678-HPA	S700023774-HPA	S700023831-HPA	S700023888-HPA	S700023954-HPA	S700024011-HPA	S700024052-HPA	S700024115-HPA	S700024171-HPA	S700024219-HPA	S700024278-HPA	S700024326-HPA	S700024365-HPA	S700024419-HPA	S700024478-HPA	S700024527-HPA	S700024574-HPA	S700024623-HPA	S700024659-HPA	S700024719-HPA	S700024776-HPA	S700024813-HPA	S700024890-HPA	S700024934-HPA	S700024984-HPA	S700024999-HPA	S700033002-HPA	S700033459-HPA	S700033763-HPA	S700037060-HPA	S700037208-HPA	S700037456-HPA	S700037568-HPA	S700037720-HPA	S700038039-HPA	S700038372-HPA	S700038458-HPA	S700038506-HPA	S700038554-HPA	S700038602-HPA	S700038710-HPA	S700038769-HPA	S700038986-HPA	S700095386-HPA	S700095443-HPA	S700097267-HPA	S700097327-HPA	S700097664-HPA	S700098303-HPA	S700098395-HPA	S700098968-HPA	S700099035-HPA	S700099095-HPA	S700099623-HPA	S700099779-HPA	S700100263-HPA	S700101671-HPA	S700102275-HPA	S700102621-HPA	S700102938-HPA	S700103249-HPA	S700103313-HPA	S700103454-HPA	S700103593-HPA	S700103629-HPA	S700103680-HPA	S700105189-HPA	S700105246-HPA	S700105380-HPA	S700105425-HPA	S700105598-HPA	S700105654-HPA	S700105693-HPA	S700105747-HPA	S700105814-HPA	S700105864-HPA	S700105912-HPA	S700106026-HPA	S700106101-HPA	S700106368-HPA	S700106420-HPA	S700106528-HPA	S700106587-HPA	S700106623-HPA	S700106671-HPA	S700106845-HPA	S700106884-HPA	S700106954-HPA	S700109419-HPA	S700110620-HPA	S700113043-HPA	S700113079-HPA	S700113511-HPA	S700113586-HPA	S700113624-HPA	S700113682-HPA	S700113826-HPA	S700113940-HPA	S700114025-HPA	S700114074-HPA	S700114131-HPA	S700114197-HPA	S700114311-HPA	S700114359-HPA	S700114395-HPA	S700114466-HPA	S700114525-HPA	S700114566-HPA	S700114623-HPA	S700114687-HPA	S700114735-HPA	S700114785-HPA	S700114842-HPA	S700114890-HPA	S700114947-HPA	S700114995-HPA	S700116225-HPA	S700116312-HPA	S700116366-HPA	S700116576-HPA	S700116627-HPA	S700116786-HPA	S700116846-HPA	S700117008-HPA	S700117668-HPA	S700117725-HPA	S700117836-HPA	S700117962-HPA	S700118446-HPA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT-306	species	306	2586		0.003	0.0	0.0	0.0	0.016	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127	0.0	0.3	0.0	0.442	0.012	0.01	0.0	0.0	0.0	0.045	0.106	0.038	0.007	0.0	0.398	0.329	0.0	0.015	0.0	0.044	0.258	0.148	0.0	0.0	0.03	0.0	0.0	0.0	0.02	0.0	0.0	0.056	0.012	0.107	0.028	0.0	0.082	0.074	0.0	0.0	0.077	0.074	0.0	0.021	0.0	0.015	0.164	0.0	0.053	0.126	0.097	0.0	0.026	0.021	0.009	0.0	0.031	0.0	0.043	0.067	0.0	0.179	0.0	0.78	0.417	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.142	0.0	0.0	0.015	0.017	0.0	0.0	0.0	0.134	0.37	0.0	0.016	0.182	0.146	0.0	0.0	0.013	0.0	0.405	0.0	0.074	1.113	0.0	0.0	0.0	0.198	0.0	0.0	0.015	0.092	0.0	0.07	0.0	0.0	0.054	0.0	0.0	0.027	0.055	0.008	0.0	0.0	0.909	0.038	0.2	0.035	0.0	0.049	0.0	0.15	0.0	0.031	0.114	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;sp. HMT-317	species	317	2597		0.585	0.0	0.0	0.055	0.005	0.0	0.0	0.069	0.049	0.089	0.0	0.0	0.0	0.08	0.013	0.055	0.019	0.0	0.014	0.08	0.0	0.0	0.019	0.015	0.111	0.016	0.0	0.01	0.0	0.081	0.0	0.0	0.026	0.0	0.007	0.0	0.0	0.0	0.0	0.102	0.03	0.0	0.0	0.0	0.046	0.038	0.0	0.006	0.0	0.0	0.0	0.013	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.011	0.0	0.0	0.18	0.0	0.0	0.011	0.0	0.0	0.026	0.105	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.0	0.0	0.015	0.0	0.027	0.0	0.018	0.0	0.0	0.027	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.024	0.0	0.0	0.0	0.0	0.012	0.051	0.123	0.0	0.0	0.014	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.0	0.089	0.0	0.0	0.008	0.0	0.0	0.551	0.0	0.208	0.021	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;serpentiformis	species	286	2567		0.048	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.063	0.112	0.0	0.013	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.153	0.09	0.0	0.095	0.0	0.082	0.0	0.054	0.0	0.0	0.013	0.0	0.022	0.0	0.036	0.0	0.0	0.029	0.0	0.011	0.0	0.093	0.03	0.063	0.0	0.057	0.0	0.0	0.0	0.013	0.018	0.0	0.006	0.064	0.011	0.136	0.0	0.056	0.034	0.049	0.0	0.0	0.117	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.105	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.089	0.0	0.031	0.0	0.0	0.0	0.036	0.04	0.0	0.185	0.039	0.018	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.139	0.012	0.0	0.153	0.0	0.2	0.0	0.0	0.0	0.0	0.033	0.027	0.008	0.0	0.135	0.0	0.039	0.0	0.11	0.0	0.181	0.0	0.017	0.0	0.008	0.209	0.103	0.061	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;gingivalis	species	337	2617		0.018	0.175	0.0	0.041	0.016	0.0	0.029	0.138	0.134	0.364	0.109	0.284	0.022	0.4	0.013	0.111	0.0	0.0	0.056	0.0	0.071	0.0	0.038	0.03	0.0	0.063	0.168	0.215	0.026	0.122	0.027	0.03	0.026	0.038	0.096	0.0	0.0	0.024	0.148	0.073	0.0	0.0	0.069	0.0	0.229	0.229	0.01	0.274	0.033	0.025	0.02	0.228	0.105	0.038	0.043	0.0	0.129	0.159	0.0	0.019	0.312	0.0	0.0	0.0	0.023	0.107	0.042	0.015	0.213	0.0	0.013	0.069	0.0	0.0	0.0	0.252	0.027	0.153	0.0	0.153	0.0	0.04	0.344	0.0	0.118	0.0	0.0	0.168	0.666	0.0	0.0	0.0	0.856	0.0	0.016	0.281	0.0	0.0	0.017	0.0	0.0	0.342	0.027	0.0	0.287	0.306	0.0	0.013	0.026	0.0	0.013	0.038	0.0	0.0	0.148	0.022	0.042	0.833	0.073	0.0	0.031	0.033	0.231	0.046	0.171	0.018	0.0	1.081	0.041	0.208	0.0	0.094	0.0	0.047	0.073	0.032	0.172	0.124	0.022	0.0	0.0	0.008	0.121	0.0	0.122	0.101	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;granulosa	species	325	2605		0.008	0.0	0.0	0.05	0.0	0.0	0.0	0.014	0.012	0.019	0.0	0.0	0.0	0.023	0.0	0.042	0.0	0.0	0.028	0.0	0.047	0.048	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.138	0.0	0.0	0.013	0.0	0.046	0.0	0.025	0.0	0.0	0.009	0.0	0.006	0.0	0.006	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.033	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.082	0.0	0.0	0.0	0.028	0.0	0.016	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.527	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.031	0.0	0.051	0.0	0.0	0.0	0.081	0.033	0.0	0.0	0.0	0.016	0.01	0.016	0.0	0.0	0.022	0.0	0.0	0.016	0.0	0.0	0.102	0.0	0.114	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;leadbetteri	species	329	2609		0.114	0.121	0.0	0.114	0.043	0.0	0.043	0.111	0.409	0.115	0.018	0.032	0.045	0.223	0.0	0.138	0.013	0.0	0.07	0.04	0.035	0.0	0.114	0.0	0.0	0.079	0.072	0.225	0.0	0.392	0.186	0.06	0.145	0.088	0.022	0.0	0.0	0.037	0.054	0.277	0.0	0.033	0.034	0.0	0.152	0.47	0.0	0.303	0.019	0.0	0.02	0.269	0.105	0.038	0.074	0.0	0.039	0.295	0.0	0.037	0.061	0.049	0.0	0.025	0.0	0.011	0.021	0.015	0.098	0.0	0.0	0.034	0.014	0.0	0.026	0.168	0.054	0.013	0.0	0.014	0.0	0.094	0.326	0.0	0.083	0.024	0.01	0.192	0.031	0.213	0.0	0.0	0.0	0.0	0.016	0.148	0.022	0.0	0.009	0.024	0.015	0.0	0.027	0.0	0.592	0.173	0.018	0.013	0.026	0.18	0.025	0.0	0.022	0.053	0.0	0.045	0.042	0.017	0.024	0.0	0.276	0.0	0.292	0.0	0.137	0.053	0.0	0.078	0.054	0.066	0.0	0.781	0.0	0.229	0.021	0.016	0.0	0.029	0.0	0.017	0.0	0.0	0.0	0.0	0.204	0.093	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sputigena	species	775	2937		0.058	0.418	0.0	0.0	0.021	0.0	0.0	0.138	0.091	0.241	0.0	0.063	0.045	0.08	0.0	0.097	0.013	0.0	0.154	0.024	0.106	0.064	0.305	0.06	0.0	0.016	0.937	0.512	0.0	0.325	0.0	0.015	0.079	0.0	0.074	0.0	0.072	0.0	0.013	0.204	0.0	0.0	0.086	0.019	0.0	1.448	0.0	0.16	0.023	0.099	0.06	0.081	0.325	0.038	0.124	0.0	0.084	0.023	0.041	0.0	0.136	0.0	0.0	0.012	0.07	0.139	0.191	0.0	0.361	0.0	0.0	0.0	0.097	0.037	0.026	0.273	0.009	0.0	0.0	0.306	0.0	0.04	0.0	0.0	0.0	0.0	0.01	0.096	1.005	0.0	0.0	0.0	0.0	0.0	0.016	0.074	0.0	0.061	0.017	0.0	0.311	1.204	0.013	0.012	0.018	0.871	0.009	0.027	0.052	0.144	0.025	0.0	0.0	0.0	0.0	0.056	0.232	0.0	0.134	0.0	0.169	0.044	0.015	0.046	0.154	0.0	0.0	0.011	0.014	0.257	0.035	0.027	0.0	0.039	0.01	0.063	0.0	0.019	0.0	0.07	0.315	0.016	0.461	0.0	0.143	0.039	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium;sp. HMT-206	species	206	2489		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.732	0.0	0.007	0.0	0.0	0.045	0.006	0.0	0.028	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.465	0.086	0.0	0.0	0.0	0.0	0.0	0.009	0.691	0.0	0.309	0.044	0.0	0.0	0.0	0.011	0.0	0.274	0.0	0.0	0.0	0.0	0.503	0.0	0.0	1.06	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.533	0.463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.222	0.036	0.013	0.0	0.0	0.0	0.465	0.133	0.235	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.379	0.0	0.0	0.225	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.033	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.173	0.303	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella;sp. HMT-322	species	322	2602		0.056	0.256	0.21	0.046	0.193	0.0	0.043	0.207	0.573	0.962	0.199	0.316	0.246	0.698	0.04	0.36	0.252	0.0	0.028	0.417	0.071	0.127	0.286	0.135	0.0	0.032	0.108	0.348	0.298	0.027	0.013	0.331	0.277	0.214	0.288	0.222	0.145	0.098	0.282	0.379	0.134	0.0	0.138	0.019	0.137	0.775	0.08	0.622	0.495	0.0	0.16	0.269	0.167	0.038	0.384	0.085	0.124	0.93	0.164	0.223	0.447	0.0	0.038	0.0	0.375	0.514	0.509	0.015	0.23	0.0	0.146	0.011	0.387	0.358	0.106	0.021	0.78	0.039	0.062	0.056	0.0	0.0	0.0	0.0	0.0	0.158	0.063	0.239	0.472	0.0	0.0	0.032	0.196	0.0	0.079	0.489	0.066	0.031	0.392	0.273	0.015	0.216	0.04	0.025	0.231	0.722	0.356	0.239	0.365	0.144	0.178	0.038	0.022	0.16	0.037	0.011	0.126	0.156	0.207	0.0	0.522	0.154	0.062	0.15	0.051	0.0	0.522	0.089	0.122	0.299	0.363	0.296	0.0	0.087	0.073	0.142	0.0	0.067	0.0	0.209	0.0	0.0	0.527	0.179	0.0	0.054	0.249	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella;haemolysans	species	626	2832		1.736	2.842	3.717	1.136	2.519	2.635	9.478	1.23	3.677	0.643	5.545	0.9	0.358	5.726	25.776	1.176	3.066	1.63	0.782	2.713	16.161	8.06	2.231	1.68	1.722	5.008	12.105	4.208	2.245	1.434	1.398	2.167	1.715	5.251	2.357	2.66	1.591	3.413	12.693	2.318	0.386	2.126	3.08	9.429	0.701	1.486	5.971	1.427	3.011	0.197	2.138	0.94	7.184	0.713	1.454	3.245	0.629	0.726	2.134	1.356	6.485	0.438	6.234	3.731	0.728	0.3	5.956	0.418	3.462	4.862	2.934	0.057	0.967	1.824	4.065	0.252	2.703	4.944	1.01	8.554	12.443	0.201	9.343	7.359	0.735	0.0	1.438	9.457	5.802	0.0	1.514	6.669	0.631	0.0	1.598	0.74	6.167	6.625	0.204	15.978	0.518	0.377	0.444	1.16	0.629	0.063	7.508	25.707	2.244	6.437	1.351	0.901	1.844	5.918	0.575	4.563	1.454	0.295	1.279	18.614	1.488	13.822	11.658	6.655	15.998	7.718	0.594	0.524	6.136	4.044	11.829	1.117	2.755	3.883	17.234	3.641	0.919	0.22	0.422	9.281	0.405	0.756	0.637	1.495	3.509	3.275	6.305	2.511	3.601
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella;morbillorum	species	046	2336		0.083	0.054	0.0	0.0	0.0	0.0	0.0	0.871	0.037	0.178	0.0	0.0	0.022	0.137	0.027	0.138	0.013	0.0	0.265	0.016	0.0	0.016	0.0	0.03	0.0	0.0	0.036	0.123	0.0	0.122	0.0	0.03	0.237	0.063	0.007	0.0	0.0	0.049	0.0	0.073	0.0	0.0	0.017	0.0	0.015	0.343	0.0	0.08	0.005	0.148	0.26	0.094	0.22	0.038	0.142	0.0	0.039	0.181	0.068	0.706	0.203	0.0	0.0	0.012	0.023	0.043	0.042	0.031	0.016	0.0	0.04	0.115	0.0	0.0	0.0	0.042	0.109	0.0	0.031	0.0	0.0	0.0	0.109	0.0	0.059	0.0	0.021	0.084	0.01	0.0	0.0	0.0	0.07	0.0	0.063	0.044	0.011	0.153	0.0	0.0	0.0	0.0	0.04	0.0	0.092	0.0	0.055	0.04	0.0	0.0	0.357	0.0	0.0	0.0	0.0	0.011	0.042	0.0	0.0	0.0	0.061	0.022	0.015	0.023	0.017	0.105	0.0	0.0	0.041	0.066	0.0	0.054	0.0	0.016	0.021	0.063	0.0	0.0	0.022	0.0	0.0	0.049	0.494	0.056	0.428	0.039	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella;sanguinis	species	757	2928		0.202	0.135	2.504	0.319	0.172	2.239	0.439	1.175	0.951	1.679	0.779	0.948	1.253	1.996	0.04	2.325	0.894	0.0	0.182	0.739	0.482	0.366	0.439	0.405	0.0	0.506	0.06	0.727	1.791	0.784	0.133	1.279	0.95	0.718	0.562	0.348	0.506	0.792	0.202	0.554	0.193	0.354	0.877	0.074	0.609	2.921	0.08	0.862	0.91	1.11	0.18	1.356	0.553	0.3	1.559	0.47	2.145	0.59	0.342	0.39	1.979	0.097	0.077	0.086	2.957	1.049	0.848	1.022	1.313	0.677	0.08	0.723	0.041	2.063	0.449	1.049	0.2	1.121	0.513	0.501	0.141	0.148	0.435	0.0	0.865	0.0	0.281	0.958	0.359	0.0	0.0	0.0	0.912	0.0	0.554	1.288	0.177	0.688	0.877	0.119	0.207	1.025	0.377	0.321	1.091	0.008	0.219	0.492	0.444	0.324	0.306	1.289	0.022	0.357	0.445	0.067	1.054	0.694	0.146	0.251	2.961	0.252	0.169	0.311	0.343	0.018	0.809	0.123	0.489	1.57	0.397	1.548	0.499	0.268	0.261	1.45	0.0	0.449	0.044	0.209	1.349	1.179	0.955	0.273	0.102	0.342	0.769	1.214	0.497
Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;Staphylococcus;epidermidis	species	601	2811		0.015	0.0	0.0	0.046	0.005	0.0	0.022	0.0	0.006	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.015	0.013	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.03	0.0	0.07	0.046	0.705	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.016	0.071	0.0	0.0	0.028	0.0	0.0	0.021	0.0	0.0	0.047	0.0	0.0	0.0	0.561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.598	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.015	0.0	0.013	0.0	0.009	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.053	0.01	0.011	0.027	0.008	0.035	0.0	1.368	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.561	0.0	0.573
Bacteria;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia;defectiva	species	389	2664		0.053	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.585	0.186	0.0	0.111	0.022	0.246	0.013	0.0	0.283	0.0	0.098	0.064	0.247	0.095	0.038	0.12	0.0	0.0	0.793	0.061	0.078	0.135	0.0	0.0	0.29	0.013	0.052	0.0	0.0	0.0	0.0	0.277	0.119	0.0	0.052	0.0	0.046	0.317	0.02	0.017	0.159	0.444	3.157	0.403	0.07	0.019	0.149	0.0	0.146	0.0	0.205	0.093	0.244	0.0	0.0	0.037	0.0	0.086	0.36	0.0	0.558	0.0	0.066	0.0	0.014	0.179	0.0	0.168	0.091	0.026	0.0	0.111	0.0	0.0	0.435	0.0	0.166	0.171	0.0	0.012	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.059	0.0	0.092	0.0	0.249	0.118	0.0	0.013	0.0	0.092	1.365	0.073	0.0	0.391	0.0	0.204	0.0	0.0	0.0	0.037	0.011	0.105	0.035	1.45	0.066	0.153	0.208	0.015	0.012	0.412	0.0	0.0	0.089	0.041	0.0	0.035	0.013	0.0	0.0	0.031	0.299	0.0	0.01	0.0	0.104	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;adiacens	species	534	2756		0.671	0.62	1.776	1.885	2.042	4.239	0.943	3.496	2.208	1.984	1.486	0.885	1.342	1.035	0.239	1.854	2.776	1.095	1.173	1.646	1.952	1.224	1.144	0.66	0.292	0.79	1.633	0.358	1.479	2.367	0.2	2.242	1.847	0.693	1.071	0.712	0.723	2.852	0.323	2.741	3.508	1.417	1.944	0.315	0.914	2.425	0.923	0.383	1.76	3.8	0.779	1.772	0.325	1.801	2.846	1.003	2.645	1.497	1.395	0.186	1.525	2.36	1.285	1.264	3.426	0.877	1.992	2.555	3.708	1.264	1.354	3.696	0.815	1.059	1.452	6.019	1.179	1.741	1.709	2.587	0.173	0.242	0.326	0.471	2.31	0.548	1.281	1.58	0.636	1.065	3.147	0.0	3.311	4.709	1.946	1.466	0.332	0.78	6.319	0.724	2.977	3.487	3.954	2.962	1.137	0.439	0.52	1.554	0.704	1.366	0.829	4.217	0.517	0.481	1.262	0.356	2.023	0.885	1.45	0.635	3.283	1.207	1.215	1.934	1.509	1.231	3.992	0.301	1.969	2.599	0.553	1.521	1.294	2.518	1.639	1.371	1.141	0.869	2.02	0.575	4.137	2.277	1.998	2.284	2.734	1.354	3.833	4.301	1.404
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans	species	596	2807		6.081	0.0	0.0	1.264	0.616	0.0	4.239	0.567	4.342	0.249	0.072	0.0	0.0	0.595	0.08	0.042	2.663	0.0	0.056	1.654	2.0	1.51	0.095	0.735	0.0	2.796	0.264	2.713	0.078	0.027	0.027	0.211	0.0	4.067	0.325	7.806	0.108	0.341	0.067	0.073	0.0	0.077	0.602	4.65	0.076	0.292	0.411	1.856	0.747	0.0	1.039	0.134	4.233	0.0	0.056	0.085	0.146	0.0	0.26	0.371	1.01	0.0	1.592	1.706	0.0	0.118	4.578	0.015	0.312	0.196	1.5	0.011	0.014	1.041	0.026	0.0	1.016	0.083	1.352	2.768	0.0	0.0	1.195	0.0	0.0	0.402	0.01	0.61	0.092	0.0	0.0	2.113	0.028	0.0	0.158	0.044	0.233	1.178	0.128	3.17	0.681	0.09	0.067	0.123	0.314	0.596	4.233	0.345	0.417	0.396	0.472	0.0	0.0	1.105	0.074	0.078	0.295	0.0	0.268	3.823	0.046	3.181	0.831	1.554	2.829	1.987	0.041	0.011	1.629	0.565	0.932	0.0	0.129	1.681	4.572	0.158	0.0	0.067	0.0	5.798	0.0	0.0	0.0	0.479	3.448	0.117	0.0	0.0	0.984
