Taxonomy	Rank	HMT	Notes	Max	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev	ANA-mean	ANA-10p	ANA-90p	ANA-sd	ANA-prev
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT-314	species	HMT-314		0.73	0.11	0.0	0.397	0.196	71.429	0.323	0.0	0.755	0.48	85.714	0.087	0.0	0.373	0.201	58.14	0.613	0.011	1.6	0.646	93.548	0.046	0.0	0.077	0.165	50.0	0.048	0.0	0.194	0.125	47.059	0.369	0.0	1.164	0.46	88.0	0.709	0.0	1.746	0.957	85.0	0.73	0.027	1.585	0.661	96.97	0.0	0.0	0.0	0.001	5.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hallella;sp. HMT-315	species	HMT-315		0.011	0.001	0.0	0.005	0.003	17.143	0.001	0.0	0.002	0.003	10.714	0.001	0.0	0.004	0.004	16.279	0.011	0.0	0.041	0.023	29.032	0.005	0.0	0.013	0.019	21.622	0.002	0.0	0.005	0.007	14.706	0.005	0.0	0.006	0.014	22.0	0.001	0.0	0.0	0.003	7.5	0.005	0.0	0.019	0.009	42.424	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;sp. HMT-317	species	HMT-317		0.367	0.244	0.0	0.379	0.769	60.0	0.026	0.0	0.062	0.055	57.143	0.151	0.0	0.271	0.54	44.186	0.016	0.0	0.06	0.031	51.613	0.367	0.0	1.039	0.833	70.27	0.313	0.0	0.474	0.837	76.471	0.013	0.0	0.041	0.018	58.0	0.002	0.0	0.008	0.004	22.5	0.014	0.0	0.027	0.04	42.424	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella;sp. HMT-322	species	HMT-322		0.15	0.053	0.003	0.107	0.077	94.286	0.044	0.002	0.099	0.047	89.286	0.04	0.001	0.086	0.08	90.698	0.016	0.0	0.029	0.019	83.871	0.134	0.0	0.282	0.453	86.486	0.15	0.007	0.45	0.166	97.059	0.033	0.004	0.086	0.039	92.0	0.022	0.0	0.055	0.025	77.5	0.025	0.0	0.037	0.076	75.758	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-323	species	HMT-323		0.133	0.002	0.0	0.003	0.007	17.143	0.017	0.0	0.001	0.086	10.714	0.001	0.0	0.003	0.003	16.279	0.0	0.0	0.0	0.001	9.677	0.125	0.0	0.143	0.705	62.162	0.133	0.0	0.292	0.374	79.412	0.001	0.0	0.003	0.002	14.0	0.0	0.0	0.0	0.0	2.5	0.005	0.0	0.0	0.026	6.061	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-324	species	HMT-324		0.098	0.004	0.0	0.011	0.01	25.714	0.003	0.0	0.002	0.008	25.0	0.008	0.0	0.005	0.032	20.93	0.0	0.0	0.0	0.001	6.452	0.068	0.0	0.107	0.315	50.0	0.098	0.0	0.241	0.186	73.529	0.001	0.0	0.003	0.002	30.0	0.0	0.0	0.0	0.001	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;granulosa	species	HMT-325	Reads equally close to HMT 325 and 337 were assigned half to each taxon.; 	2.216	0.085	0.0	0.157	0.182	85.714	0.439	0.0	0.151	2.116	78.571	0.037	0.0	0.066	0.094	67.442	0.023	0.0	0.052	0.044	67.742	1.321	0.001	4.378	3.21	89.189	2.216	0.04	7.229	2.821	97.059	0.033	0.0	0.064	0.052	80.0	0.034	0.0	0.064	0.116	55.0	0.158	0.0	0.118	0.665	66.667	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;endodontalis	species	HMT-326		0.739	0.025	0.0	0.078	0.053	65.714	0.026	0.0	0.055	0.063	50.0	0.032	0.0	0.068	0.089	44.186	0.002	0.0	0.003	0.005	29.032	0.46	0.0	1.365	1.023	63.514	0.739	0.0	2.254	1.284	79.412	0.009	0.0	0.026	0.017	50.0	0.001	0.0	0.002	0.002	15.0	0.005	0.0	0.004	0.016	21.212	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae [G1];bacterium HMT-327	species	HMT-327		0.215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.215	0.0	0.362	0.638	20.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;leadbetteri	species	HMT-329		0.983	0.093	0.0	0.163	0.226	71.429	0.041	0.0	0.075	0.089	75.0	0.134	0.0	0.137	0.413	88.372	0.086	0.0	0.133	0.309	61.29	0.49	0.0	1.515	1.136	78.378	0.983	0.0	2.539	1.404	88.235	0.104	0.0	0.301	0.173	84.0	0.088	0.0	0.076	0.445	50.0	0.134	0.0	0.105	0.407	72.727	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;Staphylococcus;auricularis	species	HMT-331		0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.066	5.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-332	species	HMT-332		0.246	0.038	0.0	0.018	0.195	28.571	0.001	0.0	0.0	0.004	7.143	0.0	0.0	0.001	0.002	13.953	0.0	0.0	0.0	0.001	6.452	0.027	0.0	0.005	0.162	14.865	0.246	0.0	0.106	1.221	26.471	0.003	0.0	0.016	0.008	20.0	0.001	0.0	0.003	0.003	12.5	0.002	0.0	0.009	0.005	21.212	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;massiliense	species	HMT-333		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-334	species	HMT-334		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-335	species	HMT-335		0.316	0.004	0.0	0.01	0.007	40.0	0.013	0.0	0.007	0.044	25.0	0.002	0.0	0.002	0.006	13.953	0.001	0.0	0.003	0.002	16.129	0.112	0.0	0.227	0.32	71.622	0.316	0.003	0.833	0.86	91.176	0.001	0.0	0.004	0.003	28.0	0.0	0.0	0.0	0.001	2.5	0.002	0.0	0.002	0.007	12.121	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-336	species	HMT-336	Reads equally close to HMT 336 and 864 were assigned half to each taxon.; 	0.395	0.01	0.0	0.034	0.021	54.286	0.016	0.0	0.037	0.039	39.286	0.035	0.0	0.013	0.206	32.558	0.001	0.0	0.004	0.001	19.355	0.099	0.0	0.25	0.179	77.027	0.395	0.0	1.237	0.589	82.353	0.004	0.0	0.013	0.006	42.0	0.0	0.0	0.0	0.001	7.5	0.003	0.0	0.004	0.01	21.212	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;gingivalis	species	HMT-337	Reads equally close to HMT 325 and 337 were assigned half to each taxon.; 	1.354	0.062	0.0	0.224	0.091	80.0	0.125	0.0	0.331	0.29	78.571	0.082	0.0	0.368	0.134	79.07	0.044	0.0	0.152	0.077	58.065	0.973	0.003	2.566	2.636	95.946	1.354	0.077	4.263	1.88	100.0	0.097	0.0	0.259	0.167	82.0	0.099	0.0	0.5	0.191	65.0	0.075	0.0	0.264	0.131	75.758	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-338	species	HMT-338		0.094	0.003	0.0	0.008	0.008	31.429	0.004	0.0	0.006	0.014	21.429	0.014	0.0	0.003	0.055	18.605	0.0	0.0	0.0	0.001	6.452	0.094	0.0	0.263	0.241	45.946	0.023	0.0	0.064	0.04	52.941	0.0	0.0	0.0	0.002	8.0	0.0	0.0	0.0	0.001	5.0	0.001	0.0	0.002	0.003	12.121	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Janibacter;indicus	species	HMT-339		0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.03	0.001	0.0	0.002	0.002	15.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae;Brevibacterium;paucivorans	species	HMT-340		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	5.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;coyleae	species	HMT-341		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Novosphingobium;panipatense	species	HMT-342		0.06	0.0	0.0	0.0	0.001	2.857	0.0	0.0	0.0	0.002	3.571	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.335	3.226	0.001	0.0	0.0	0.009	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	12.121	0.0	0.0	0.0	0.0	0.0
Bacteria;Patescibacteria;Patescibacteria [C1];Absconditabacterales;Absconditicoccaceae;Absconditicoccaceae [G1];bacterium HMT-345	species	HMT-345		0.297	0.008	0.0	0.023	0.016	40.0	0.005	0.0	0.012	0.011	28.571	0.051	0.0	0.235	0.14	32.558	0.297	0.0	0.599	0.831	45.161	0.01	0.0	0.027	0.035	18.919	0.018	0.0	0.043	0.048	38.235	0.049	0.0	0.207	0.115	38.0	0.022	0.0	0.023	0.085	32.5	0.163	0.0	0.179	0.488	51.515	0.0	0.0	0.0	0.0	0.0
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-346	species	HMT-346		1.105	0.051	0.0	0.142	0.123	77.143	0.011	0.0	0.023	0.017	53.571	0.022	0.0	0.051	0.063	46.512	0.048	0.0	0.011	0.223	48.387	1.105	0.0	2.75	2.725	81.081	0.988	0.003	1.457	2.973	91.176	0.018	0.0	0.044	0.035	74.0	0.002	0.0	0.005	0.005	17.5	0.005	0.0	0.013	0.008	51.515	0.0	0.0	0.0	0.0	0.0
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-347	species	HMT-347		0.326	0.012	0.0	0.026	0.038	48.571	0.035	0.0	0.047	0.134	28.571	0.009	0.0	0.012	0.028	23.256	0.001	0.0	0.0	0.003	9.677	0.326	0.0	0.131	1.881	55.405	0.068	0.0	0.246	0.132	61.765	0.002	0.0	0.004	0.004	24.0	0.0	0.0	0.0	0.001	5.0	0.005	0.0	0.001	0.018	12.121	0.0	0.0	0.0	0.0	0.0
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-348	species	HMT-348		0.458	0.127	0.0	0.083	0.506	57.143	0.013	0.0	0.023	0.037	57.143	0.024	0.0	0.009	0.142	30.233	0.001	0.0	0.003	0.003	25.806	0.293	0.0	0.644	0.786	66.216	0.458	0.0	1.584	0.776	64.706	0.011	0.0	0.023	0.026	54.0	0.001	0.0	0.0	0.005	10.0	0.005	0.0	0.018	0.009	42.424	0.0	0.0	0.0	0.0	0.0
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-349	species	HMT-349		1.13	0.068	0.0	0.098	0.232	57.143	0.011	0.0	0.024	0.033	50.0	0.048	0.0	0.022	0.28	32.558	0.003	0.0	0.007	0.009	25.806	1.13	0.0	3.426	2.756	64.865	0.391	0.0	1.091	0.686	64.706	0.014	0.0	0.042	0.027	54.0	0.002	0.0	0.005	0.003	22.5	0.004	0.0	0.011	0.007	39.394	0.0	0.0	0.0	0.0	0.0
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-350	species	HMT-350		0.135	0.004	0.0	0.01	0.015	17.143	0.0	0.0	0.0	0.002	7.143	0.005	0.0	0.0	0.02	9.302	0.001	0.0	0.002	0.002	12.903	0.135	0.0	0.298	0.475	28.378	0.057	0.0	0.144	0.184	29.412	0.002	0.0	0.004	0.008	14.0	0.0	0.0	0.0	0.0	2.5	0.001	0.0	0.0	0.002	9.091	0.0	0.0	0.0	0.0	0.0
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-351	species	HMT-351		0.059	0.023	0.0	0.082	0.038	74.286	0.014	0.0	0.03	0.023	75.0	0.033	0.0	0.128	0.081	39.535	0.04	0.003	0.102	0.048	93.548	0.028	0.0	0.075	0.082	47.297	0.044	0.0	0.138	0.09	58.824	0.059	0.003	0.163	0.077	92.0	0.026	0.0	0.074	0.04	72.5	0.058	0.003	0.134	0.065	90.909	0.0	0.0	0.0	0.0	0.0
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-352	species	HMT-352		0.652	0.043	0.0	0.118	0.076	80.0	0.11	0.0	0.225	0.271	85.714	0.258	0.0	0.603	0.723	58.14	0.563	0.017	1.43	1.262	96.774	0.013	0.0	0.028	0.033	56.757	0.008	0.0	0.021	0.015	61.765	0.611	0.012	0.959	2.14	96.0	0.407	0.0	0.964	0.587	85.0	0.652	0.026	1.023	1.082	100.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Dermabacter;hominis	species	HMT-354		0.008	0.0	0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.014	0.024	20.0
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-355	species	HMT-355		0.055	0.001	0.0	0.001	0.005	11.429	0.0	0.0	0.0	0.002	7.143	0.001	0.0	0.003	0.007	13.953	0.055	0.0	0.0	0.227	9.677	0.009	0.0	0.012	0.033	20.27	0.006	0.0	0.009	0.017	32.353	0.001	0.0	0.0	0.002	10.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.038	6.061	0.0	0.0	0.0	0.0	0.0
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1];Saccharimonadota [C1 O1 F1];Saccharimonadota [C1 O1 F1 G1];bacterium HMT-356	species	HMT-356		0.849	0.037	0.0	0.078	0.127	48.571	0.01	0.0	0.026	0.024	32.143	0.006	0.0	0.013	0.015	32.558	0.048	0.0	0.006	0.255	25.806	0.849	0.0	2.013	2.626	41.892	0.505	0.0	0.347	2.319	50.0	0.005	0.0	0.014	0.008	48.0	0.001	0.0	0.001	0.003	12.5	0.002	0.0	0.008	0.004	30.303	0.0	0.0	0.0	0.0	0.0
Bacteria;Synergistota;Synergistia;Synergistales;Dethiosulfovibrionaceae;Pyramidobacter;piscolens	species	HMT-357		0.004	0.001	0.0	0.003	0.004	17.143	0.0	0.0	0.0	0.002	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.226	0.0	0.0	0.0	0.001	2.703	0.004	0.0	0.0	0.022	2.941	0.0	0.0	0.0	0.001	6.0	0.0	0.0	0.0	0.001	5.0	0.001	0.0	0.0	0.003	6.061	0.0	0.0	0.0	0.0	0.0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Fretibacterium;sp. HMT-358	species	HMT-358		0.036	0.003	0.0	0.004	0.011	14.286	0.001	0.0	0.002	0.002	14.286	0.0	0.0	0.0	0.001	4.651	0.0	0.0	0.0	0.002	6.452	0.036	0.0	0.007	0.228	14.865	0.003	0.0	0.002	0.01	14.706	0.001	0.0	0.0	0.002	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	9.091	0.0	0.0	0.0	0.0	0.0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Fretibacterium;sp. HMT-359	species	HMT-359		0.053	0.014	0.0	0.023	0.045	25.714	0.003	0.0	0.012	0.008	14.286	0.001	0.0	0.0	0.004	4.651	0.053	0.0	0.035	0.226	19.355	0.049	0.0	0.181	0.151	24.324	0.001	0.0	0.002	0.003	14.706	0.003	0.0	0.009	0.007	32.0	0.001	0.0	0.0	0.002	7.5	0.004	0.0	0.011	0.011	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Fretibacterium;sp. HMT-360	species	HMT-360		0.235	0.004	0.0	0.01	0.012	22.857	0.003	0.0	0.006	0.008	17.857	0.002	0.0	0.001	0.009	11.628	0.001	0.0	0.007	0.004	19.355	0.235	0.0	0.25	0.892	32.432	0.013	0.0	0.05	0.031	32.353	0.001	0.0	0.003	0.002	24.0	0.0	0.0	0.0	0.0	2.5	0.001	0.0	0.003	0.002	18.182	0.0	0.0	0.0	0.0	0.0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Fretibacterium;sp. HMT-361	species	HMT-361		0.001	0.001	0.0	0.0	0.008	2.857	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.0	2.326	0.001	0.0	0.0	0.006	3.226	0.001	0.0	0.0	0.006	8.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Fretibacterium;sp. HMT-362	species	HMT-362		0.02	0.002	0.0	0.003	0.007	11.429	0.0	0.0	0.0	0.001	7.143	0.0	0.0	0.0	0.001	4.651	0.007	0.0	0.0	0.03	9.677	0.02	0.0	0.0	0.098	9.459	0.0	0.0	0.0	0.002	5.882	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.001	2.5	0.0	0.0	0.0	0.002	6.061	0.0	0.0	0.0	0.0	0.0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Fretibacterium;fastidiosum	species	HMT-363		0.05	0.007	0.0	0.038	0.016	22.857	0.002	0.0	0.006	0.005	17.857	0.001	0.0	0.001	0.003	11.628	0.007	0.0	0.011	0.018	35.484	0.05	0.0	0.105	0.146	31.081	0.002	0.0	0.008	0.005	35.294	0.001	0.0	0.004	0.002	24.0	0.0	0.0	0.0	0.0	2.5	0.002	0.0	0.005	0.01	15.152	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacteraceae [G3];bacterium HMT-365	species	HMT-365		0.08	0.001	0.0	0.003	0.004	17.143	0.0	0.0	0.001	0.001	10.714	0.0	0.0	0.0	0.002	2.326	0.08	0.0	0.058	0.342	25.806	0.002	0.0	0.0	0.007	9.459	0.002	0.0	0.001	0.011	11.765	0.001	0.0	0.004	0.004	18.0	0.0	0.0	0.0	0.001	5.0	0.01	0.0	0.018	0.031	21.212	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae [G3];bacterium HMT-366	species	HMT-366		0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae [G4];bacterium HMT-369	species	HMT-369		0.044	0.007	0.0	0.03	0.019	20.0	0.003	0.0	0.004	0.009	14.286	0.001	0.0	0.0	0.002	9.302	0.009	0.0	0.037	0.02	29.032	0.044	0.0	0.054	0.171	25.676	0.004	0.0	0.008	0.01	26.471	0.003	0.0	0.013	0.008	30.0	0.0	0.0	0.0	0.001	5.0	0.002	0.0	0.009	0.004	27.273	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp. HMT-370	species	HMT-370		0.05	0.005	0.0	0.012	0.012	57.143	0.003	0.0	0.008	0.004	46.429	0.001	0.0	0.006	0.003	25.581	0.05	0.0	0.037	0.162	70.968	0.001	0.0	0.002	0.003	16.216	0.001	0.0	0.003	0.002	20.588	0.004	0.0	0.01	0.004	62.0	0.004	0.0	0.011	0.005	67.5	0.017	0.0	0.038	0.037	84.848	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum;sp. HMT-373	species	HMT-373		0.002	0.0	0.0	0.0	0.002	5.714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.008	9.677	0.001	0.0	0.0	0.011	4.054	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.002	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hallella;sp. HMT-376	species	HMT-376		0.005	0.005	0.0	0.003	0.019	14.286	0.001	0.0	0.001	0.003	10.714	0.0	0.0	0.0	0.001	6.977	0.005	0.0	0.009	0.014	16.129	0.002	0.0	0.002	0.009	12.162	0.001	0.0	0.0	0.002	5.882	0.001	0.0	0.005	0.004	14.0	0.0	0.0	0.0	0.001	2.5	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae [G7 "Eubacterium"];yurii subsps. yurii&margaretiae	species	HMT-377		0.128	0.006	0.0	0.016	0.014	34.286	0.003	0.0	0.009	0.008	21.429	0.011	0.0	0.012	0.035	23.256	0.002	0.0	0.0	0.011	9.677	0.128	0.0	0.314	0.3	47.297	0.081	0.0	0.23	0.189	55.882	0.002	0.0	0.006	0.005	32.0	0.0	0.0	0.0	0.001	7.5	0.002	0.0	0.004	0.005	27.273	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;micans	species	HMT-378		0.049	0.002	0.0	0.011	0.006	22.857	0.003	0.0	0.005	0.01	14.286	0.001	0.0	0.001	0.005	11.628	0.01	0.0	0.003	0.042	19.355	0.049	0.0	0.047	0.301	24.324	0.036	0.0	0.129	0.083	35.294	0.001	0.0	0.002	0.003	20.0	0.0	0.0	0.0	0.001	2.5	0.002	0.0	0.004	0.007	18.182	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-380	species	HMT-380		0.169	0.002	0.0	0.006	0.006	31.429	0.043	0.0	0.004	0.222	17.857	0.015	0.0	0.005	0.09	20.93	0.0	0.0	0.0	0.0	3.226	0.112	0.0	0.239	0.277	70.27	0.169	0.002	0.307	0.283	91.176	0.001	0.0	0.003	0.003	20.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.002	0.05	15.152	0.0	0.0	0.0	0.0	0.0
